MAE,MSE,R^2,MAPE,file_name
141.90212410256407,20718.43550351766,-22.373163245076643,321.37738469936465,predD128L20N10_BatchSize_15_epochs_15_Balance.csv
138.30327153846156,19742.858685576783,-21.272582256711324,313.2267679817889,predD128L20N10_BatchSize_15_epochs_16_Balance.csv
47.439408102564094,2673.5236174990423,-2.0160918251169773,107.43992032612861,predD128L20N10_BatchSize_15_epochs_17_Balance.csv
114.29371743589742,13718.10368587511,-14.47585370567231,258.8503606229893,predD128L20N10_BatchSize_15_epochs_18_Balance.csv
456.5190789743591,209405.2124890086,-235.2370563667589,1033.9162193238178,predD128L20N10_BatchSize_15_epochs_19_Balance.csv
108.15792948717947,12444.46171374533,-13.039015401674098,244.95413816331978,predD128L20N10_BatchSize_20_epochs_15_Balance.csv
159.83331282051284,26284.468370750765,-28.652391945101467,361.9876191914148,predD128L20N10_BatchSize_20_epochs_16_Balance.csv
25.87672996948718,1109.9145522039032,-0.2521319002268969,58.605153761861075,predD128L20N10_BatchSize_20_epochs_17_Balance.csv
131.15950205128206,17572.17559571653,-18.823761726608222,297.0476870187339,predD128L20N10_BatchSize_20_epochs_18_Balance.csv
53.47107312820512,3505.5430692125997,-2.9547209250158746,121.10032705775775,predD128L20N10_BatchSize_20_epochs_19_Balance.csv
117.0082158974359,14288.242855868857,-15.119046860407078,264.99810803591134,predD128L20N10_BatchSize_25_epochs_15_Balance.csv
91.06831512820514,8900.368479902863,-9.040804740627454,206.2498861801838,predD128L20N10_BatchSize_25_epochs_16_Balance.csv
202.38692000000003,41490.73026866636,-45.807086932907175,458.3622652466291,predD128L20N10_BatchSize_25_epochs_17_Balance.csv
46.55207415384615,2768.707305575823,-2.123471741873207,105.43030231936912,predD128L20N10_BatchSize_25_epochs_18_Balance.csv
145.17930205128206,21767.697478460508,-23.556870934927396,328.7994785194133,predD128L20N10_BatchSize_25_epochs_19_Balance.csv
117.26972717948719,14254.42854750569,-15.080899802958776,265.590374095539,predD128L20N10_BatchSize_30_epochs_15_Balance.csv
180.10899179487177,32969.31494932927,-36.19379198579853,407.9076131519959,predD128L20N10_BatchSize_30_epochs_16_Balance.csv
193.12293948717945,38046.06789861598,-41.9210475702492,437.38136839293384,predD128L20N10_BatchSize_30_epochs_17_Balance.csv
193.76981538461538,38344.04003824754,-42.25719995303461,438.8464013193808,predD128L20N10_BatchSize_30_epochs_18_Balance.csv
172.64265153846156,30399.041940684776,-33.29418064182122,390.9979796982614,predD128L20N10_BatchSize_30_epochs_19_Balance.csv
139.88313974358977,20157.211242198682,-21.74002729836489,316.8048251472109,predD128L20N10_BatchSize_35_epochs_15_Balance.csv
133.5426117948718,18302.387904146006,-19.647538767378922,302.44491120892906,predD128L20N10_BatchSize_35_epochs_16_Balance.csv
144.2843387179487,21724.76050849068,-23.508432296392968,326.77258161926113,predD128L20N10_BatchSize_35_epochs_17_Balance.csv
177.635468974359,32203.38124433628,-35.329716437301244,402.30562304735145,predD128L20N10_BatchSize_35_epochs_18_Balance.csv
222.60033461538464,50202.961374081344,-55.635647579830795,504.14124400413476,predD128L20N10_BatchSize_35_epochs_19_Balance.csv
152.42011564102563,23746.78307030509,-25.789543889712455,345.1983432248174,predD128L20N10_BatchSize_40_epochs_15_Balance.csv
159.00227102564102,25752.43976934247,-28.052192603329036,360.105490644708,predD128L20N10_BatchSize_40_epochs_16_Balance.csv
101.19150356410258,11174.40370916567,-11.606220291892926,229.17670172239585,predD128L20N10_BatchSize_40_epochs_17_Balance.csv
92.7362246153846,9042.000689265826,-9.20058479494861,210.02733766158346,predD128L20N10_BatchSize_40_epochs_18_Balance.csv
99.45177243589742,10834.791860879739,-11.223092754651923,225.23658987700492,predD128L20N10_BatchSize_40_epochs_19_Balance.csv
138.44281487179484,19799.136979022955,-21.336071690536983,313.54280321947476,predD128L20N10_BatchSize_45_epochs_15_Balance.csv
147.13547076923075,23029.0570873685,-24.97985309227933,333.22977433479286,predD128L20N10_BatchSize_45_epochs_16_Balance.csv
261.64776102564105,69302.01911132447,-77.18193635457614,592.5751547601074,predD128L20N10_BatchSize_45_epochs_17_Balance.csv
151.2865869230769,23553.982175638725,-25.572038722197824,342.6311477218615,predD128L20N10_BatchSize_45_epochs_18_Balance.csv
164.68501102564102,27498.6208873441,-30.022118195422753,372.97565823858025,predD128L20N10_BatchSize_45_epochs_19_Balance.csv
